MT;Status;Tag;Field_Name;Content_Options;KeyMTTag
491;O;52A;Ordering Institution;A or D;491#52A
491;O;52D;Ordering Institution;A or D;491#52D
491;O;57A;Account With Institution;A, B, or D;491#57A
491;O;57B;Account With Institution;A, B, or D;491#57B
491;O;57D;Account With Institution;A, B, or D;491#57D
491;M;71B;Details of Charges;6*35x;491#71B
491;O;72;Sender to Receiver Information;6*35x;491#72
492;M;11S;MT and Date of the Original Message;3!n<crlf>6!n<crlf>[4!n6!n];492#11S
492;M;20;Transaction Reference Number;16x;492#20
492;M;21;Related Reference;16x;492#21
492;O;79;Narrative Description of the Original Message;35*50x;492#79
495;O;11A;MT and Date of the Original Message;R or S;495#11A
495;O;11R;MT and Date of the Original Message;R or S;495#11R
495;O;11S;MT and Date of the Original Message;R or S;495#11S
495;M;20;Transaction Reference Number;16x;495#20
495;M;21;Related Reference;16x;495#21
495;M;75;Queries;6*35x;495#75
495;O;77A;Narrative;20*35x;495#77A
495;O;79;Narrative Description of the Message to Which the Query Relates;35*50x;495#79
496;O;11A;MT and Date of the Original Message;R or S;496#11A
496;O;11R;MT and Date of the Original Message;R or S;496#11R
496;O;11S;MT and Date of the Original Message;R or S;496#11S
496;M;20;Transaction Reference Number;16x;496#20
496;M;21;Related Reference;16x;496#21
496;M;76;Answers;6*35x;496#76
496;O;77A;Narrative;20*35x;496#77A
496;O;79;Narrative Description of the Original Message to Which the Answer Relates;35*50x;496#79
498;M;12;Sub-Message Type;3!n;498#12
498;M;20;Transaction Reference Number;16x;498#20
498;M;77E;Proprietary Message;73z<crlf>[n*78z];498#77E
499;M;20;Transaction Reference Number;16x;499#20
499;O;21;Related Reference;16x;499#21
499;M;79;Narrative;35*50x;499#79
500;O;11A;Currency of Denomination;:4!c//3!a;500#11A
500;O;12A;(see qualifier description);A, B, or C;500#12A
500;O;12B;(see qualifier description);A, B, or C;500#12B
500;O;12C;(see qualifier description);A, B, or C;500#12C
500;O;13A;Linked Message;A or B;500#13A
500;O;13B;Linked Message;A or B;500#13B
500;M;16R;Start of Block;GENL;500#16R
500;M;16S;End of Block;LINK;500#16S
500;O;17B;(see qualifier description);:4!c//1!a;500#17B
500;M;20C;Sender's Message Reference;:4!c//16x;500#20C
500;M;20D;(see qualifier description);:4!c//25x;500#20D
500;M;22F;Type of Instruction Indicator;:4!c/[8c]/4!c;500#22F
500;M;23G;Function of the Message;4!c[/4!c];500#23G
500;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];500#35B
500;O;36B;(see qualifier description);:4!c//4!c/15d;500#36B
500;O;70C;Registration Details;:4!c//4*35x;500#70C
500;O;70E;Financial Instrument Attribute Narrative;:4!c//10*35x;500#70E
500;O;90A;(see qualifier description);A or B;500#90A
500;O;90B;(see qualifier description);A or B;500#90B
500;O;92A;(see qualifier description);:4!c//[N]15d;500#92A
500;O;94A;(see qualifier description);C, D, or G;500#94A
500;O;94B;Place of Listing;:4!c/[8c]/4!c[/30x];500#94B
500;O;94C;(see qualifier description);C, D, or G;500#94C
500;O;94D;(see qualifier description);C, D, or G;500#94D
500;O;94G;(see qualifier description);C, D, or G;500#94G
500;O;95A;Account Owner;P or R;500#95A
500;O;95P;Account Owner;P or R;500#95P
500;O;95R;Account Owner;P or R;500#95R
500;O;95U;Name at Birth;:4!c//3*35x;500#95U
500;M;97A;Safekeeping Account;:4!c//35x;500#97A
500;O;98A;Preparation Date/Time;A, C, or E;500#98A
500;O;98C;Preparation Date/Time;A, C, or E;500#98C
500;O;98E;Preparation Date/Time;A, C, or E;500#98E
501;O;11A;Currency of Denomination;:4!c//3!a;501#11A
501;O;12A;(see qualifier description);A, B, or C;501#12A
501;O;12B;(see qualifier description);A, B, or C;501#12B
501;O;12C;(see qualifier description);A, B, or C;501#12C
501;O;13A;Linked Message;A or B;501#13A
501;O;13B;Linked Message;A or B;501#13B
501;M;16R;Start of Block;GENL;501#16R
501;M;16S;End of Block;LINK;501#16S
501;O;17B;(see qualifier description);:4!c//1!a;501#17B
501;M;20C;Sender's Message Reference;:4!c//16x;501#20C
501;M;20D;(see qualifier description);:4!c//25x;501#20D
501;M;22F;Type of Confirmation Indicator;:4!c/[8c]/4!c;501#22F
501;M;23G;Function of the Message;4!c[/4!c];501#23G
501;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];501#35B
501;O;36B;(see qualifier description);:4!c//4!c/15d;501#36B
501;O;70C;Additional Text;:4!c//4*35x;501#70C
501;O;70E;Financial Instrument Attribute Narrative;:4!c//10*35x;501#70E
501;O;90A;(see qualifier description);A or B;501#90A
501;O;90B;(see qualifier description);A or B;501#90B
501;O;92A;(see qualifier description);:4!c//[N]15d;501#92A
501;O;93B;Final Closing Balance;:4!c/[8c]/4!c/[N]15d;501#93B
501;O;94A;(see qualifier description);C, D, or G;501#94A
501;O;94B;Place of Listing;:4!c/[8c]/4!c[/30x];501#94B
501;O;94C;(see qualifier description);C, D, or G;501#94C
501;O;94D;(see qualifier description);C, D, or G;501#94D
501;O;94G;(see qualifier description);C, D, or G;501#94G
501;O;95A;Account Owner;P or R;501#95A
501;O;95P;Account Owner;P or R;501#95P
501;O;95R;Account Owner;P or R;501#95R
501;O;95U;Name at Birth;:4!c//3*35x;501#95U
501;M;97A;Safekeeping Account;:4!c//35x;501#97A
501;O;98A;Preparation Date/Time;A, C, or E;501#98A
501;O;98C;Preparation Date/Time;A, C, or E;501#98C
501;O;98E;Preparation Date/Time;A, C, or E;501#98E
502;O;11A;(see qualifier description);:4!c//3!a;502#11A
502;O;12A;(see qualifier description);A, B, or C;502#12A
502;O;12B;(see qualifier description);A, B, or C;502#12B
502;O;12C;(see qualifier description);A, B, or C;502#12C
502;O;13A;Linked Message;A or B;502#13A
502;O;13B;Linked Message;A or B;502#13B
502;M;16R;Start of Block;GENL;502#16R
502;M;16S;End of Block;LINK;502#16S
502;O;17B;(see qualifier description);:4!c//1!a;502#17B
502;O;19A;(see qualifier description);:4!c//[N]3!a15d;502#19A
502;M;20C;Sender's Message Reference;:4!c//16x;502#20C
502;M;22A;(see qualifier description);F or H;502#22A
502;M;22F;(see qualifier description);F or H;502#22F
502;M;22H;(see qualifier description);F or H;502#22H
502;M;23G;Function of the Message;4!c[/4!c];502#23G
502;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];502#35B
502;O;36B;(see qualifier description);:4!c//4!c/15d;502#36B
502;O;70A;(see qualifier description);C or E;502#70A
502;O;70C;(see qualifier description);C or E;502#70C
502;O;70E;(see qualifier description);C or E;502#70E
502;M;90A;(see qualifier description);A or B;502#90A
502;M;90B;(see qualifier description);A or B;502#90B
502;O;92A;(see qualifier description);:4!c//[N]15d;502#92A
502;O;92B;Exchange Rate;:4!c//3!a/3!a/15d;502#92B
502;O;94A;(see qualifier description);B, C, F, or L;502#94A
502;O;94B;(see qualifier description);B, C, F, or L;502#94B
502;O;94C;(see qualifier description);B, C, F, or L;502#94C
502;O;94F;(see qualifier description);B, C, F, or L;502#94F
502;O;94L;(see qualifier description);B, C, F, or L;502#94L
502;M;95A;(see qualifier description);L, P, Q, R, or S;502#95A
502;M;95L;(see qualifier description);L, P, Q, R, or S;502#95L
502;M;95P;(see qualifier description);L, P, Q, R, or S;502#95P
502;M;95Q;(see qualifier description);L, P, Q, R, or S;502#95Q
502;M;95R;(see qualifier description);L, P, Q, R, or S;502#95R
502;M;95S;(see qualifier description);L, P, Q, R, or S;502#95S
502;O;97A;(see qualifier description);A, B, or E;502#97A
502;O;97B;(see qualifier description);A, B, or E;502#97B
502;O;97E;(see qualifier description);A, B, or E;502#97E
502;O;98A;Preparation Date/Time;A, C, or E;502#98A
502;O;98C;Preparation Date/Time;A, C, or E;502#98C
502;O;98E;Preparation Date/Time;A, C, or E;502#98E
502;O;99B;(see qualifier description);:4!c//3!n;502#99B
503;O;13A;Linked Message;A or B;503#13A
503;O;13B;Linked Message;A or B;503#13B
503;M;16R;Start of Block;GENL;503#16R
503;M;16S;End of Block;AGRE;503#16S
503;O;17B;Ownership Flag;:4!c//1!a;503#17B
503;M;19B;(see qualifier description);:4!c//3!a15d;503#19B
503;M;20C;(see qualifier description);:4!c//16x;503#20C
503;M;22A;(see qualifier description);F or H;503#22A
503;M;22F;(see qualifier description);F or H;503#22F
503;M;22H;(see qualifier description);F or H;503#22H
503;M;23G;Function of the Message;4!c[/4!c];503#23G
503;M;35B;Identification of Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];503#35B
503;M;36B;Quantity of Securities Collateral;:4!c//4!c/15d;503#36B
503;O;70C;Agreement Narrative;:4!c//4*35x;503#70C
503;M;95A;(see qualifier description);P, Q, or R;503#95A
503;M;95P;(see qualifier description);P, Q, or R;503#95P
503;M;95Q;(see qualifier description);P, Q, or R;503#95Q
503;M;95R;(see qualifier description);P, Q, or R;503#95R
503;O;98A;Agreement Date;:4!c//8!n;503#98A
504;O;13A;Linked Message;A or B;504#13A
504;O;13B;Linked Message;A or B;504#13B
504;M;16R;Start of Block;GENL;504#16R
504;M;16S;End of Block;AGRE;504#16S
504;O;17B;Ownership Flag;:4!c//1!a;504#17B
504;M;19B;(see qualifier description);:4!c//3!a15d;504#19B
504;M;20C;(see qualifier description);:4!c//16x;504#20C
504;M;22A;(see qualifier description);F or H;504#22A
504;M;22F;(see qualifier description);F or H;504#22F
504;M;22H;(see qualifier description);F or H;504#22H
504;M;23G;Function of the Message;4!c[/4!c];504#23G
504;M;35B;Identification of Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];504#35B
504;M;36B;Quantity of Securities Collateral;:4!c//4!c/15d;504#36B
504;O;70C;Agreement Narrative;:4!c//4*35x;504#70C
504;M;95A;(see qualifier description);P, Q, or R;504#95A
504;M;95P;(see qualifier description);P, Q, or R;504#95P
504;M;95Q;(see qualifier description);P, Q, or R;504#95Q
504;M;95R;(see qualifier description);P, Q, or R;504#95R
504;O;97A;Safekeeping Account;A or B;504#97A
504;O;97B;Safekeeping Account;A or B;504#97B
504;O;98A;Agreement Date;:4!c//8!n;504#98A
505;O;13A;Linked Message;A or B;505#13A
505;O;13B;Linked Message;A or B;505#13B
505;M;16R;Start of Block;GENL;505#16R
505;M;16S;End of Block;AGRE;505#16S
505;O;17B;Ownership Flag;:4!c//1!a;505#17B
505;M;19B;Deposit Amount;:4!c//3!a15d;505#19B
505;M;20C;(see qualifier description);:4!c//16x;505#20C
505;M;22A;Exposure Type Indicator;F or H;505#22A
505;M;22F;Exposure Type Indicator;F or H;505#22F
505;M;22H;Exposure Type Indicator;F or H;505#22H
505;M;23G;Function of the Message;4!c[/4!c];505#23G
505;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];505#35B
505;M;36B;Quantity of Securities Collateral;:4!c//4!c/15d;505#36B
505;O;70C;Agreement Narrative;:4!c//4*35x;505#70C
505;M;95A;(see qualifier description);P, Q, or R;505#95A
505;M;95P;(see qualifier description);P, Q, or R;505#95P
505;M;95Q;(see qualifier description);P, Q, or R;505#95Q
505;M;95R;(see qualifier description);P, Q, or R;505#95R
505;O;97A;Safekeeping Account;A or B;505#97A
505;O;97B;Safekeeping Account;A or B;505#97B
505;O;98A;Agreement Date;:4!c//8!n;505#98A
506;O;12B;Option Type;:4!c/[8c]/4!c;506#12B
506;O;13A;Linked Message;A or B;506#13A
506;O;13B;Linked Message;A or B;506#13B
506;M;16R;Start of Block;GENL;506#16R
506;M;16S;End of Block;AGRE;506#16S
506;M;19A;(see qualifier description);:4!c//[N]3!a15d;506#19A
506;M;19B;(see qualifier description);:4!c//3!a15d;506#19B
506;O;20A;(see qualifier description);C or U;506#20A
506;O;20C;(see qualifier description);C or U;506#20C
506;O;20U;(see qualifier description);C or U;506#20U
506;M;22A;Exposure Type Indicator;F or H;506#22A
506;M;22F;Exposure Type Indicator;F or H;506#22F
506;M;22H;Exposure Type Indicator;F or H;506#22H
506;M;23G;Function of the Message;4!c[/4!c];506#23G
506;O;25D;Settlement Status;:4!c/[8c]/4!c;506#25D
506;M;28E;Page Number/Continuation Indicator;5n/4!c;506#28E
506;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];506#35B
506;M;36B;Quantity of Securities Valued;:4!c//4!c/15d;506#36B
506;O;70C;Agreement Narrative;:4!c//4*35x;506#70C
506;O;70D;Exposure Narrative;:4!c//6*35x;506#70D
506;O;90A;Exercise Price;A or B;506#90A
506;O;90B;Exercise Price;A or B;506#90B
506;M;92A;(see qualifier description);A or B;506#92A
506;M;92B;(see qualifier description);A or B;506#92B
506;O;94B;(see qualifier description);:4!c/[8c]/4!c[/30x];506#94B
506;M;95A;(see qualifier description);P, Q, or R;506#95A
506;M;95P;(see qualifier description);P, Q, or R;506#95P
506;M;95Q;(see qualifier description);P, Q, or R;506#95Q
506;M;95R;(see qualifier description);P, Q, or R;506#95R
506;O;98A;Agreement Date;:4!c//8!n;506#98A
506;O;99A;Number of Days Accrued;:4!c//[N]3!n;506#99A
507;O;13A;Linked Message;A or B;507#13A
507;O;13B;Linked Message;A or B;507#13B
507;M;16R;Start of Block;GENL;507#16R
507;M;16S;End of Block;AGRE;507#16S
507;M;20C;(see qualifier description);:4!c//16x;507#20C
507;M;22A;Exposure Type Indicator;F or H;507#22A
507;M;22F;Exposure Type Indicator;F or H;507#22F
507;M;22H;Exposure Type Indicator;F or H;507#22H
507;M;23G;Function of the Message;4!c[/4!c];507#23G
507;O;24B;(see qualifier description);:4!c/[8c]/4!c;507#24B
507;M;25D;(see qualifier description);:4!c/[8c]/4!c;507#25D
507;O;70A;(see qualifier description);C or D;507#70A
507;O;70C;(see qualifier description);C or D;507#70C
507;O;70D;(see qualifier description);C or D;507#70D
507;M;95A;(see qualifier description);P, Q, or R;507#95A
507;M;95P;(see qualifier description);P, Q, or R;507#95P
507;M;95Q;(see qualifier description);P, Q, or R;507#95Q
507;M;95R;(see qualifier description);P, Q, or R;507#95R
507;O;97A;Safekeeping Account;A or B;507#97A
507;O;97B;Safekeeping Account;A or B;507#97B
507;O;98A;Agreement Date;:4!c//8!n;507#98A
508;O;11A;Currency of Denomination;:4!c//3!a;508#11A
508;O;12A;(see qualifier description);A, B, or C;508#12A
508;O;12B;(see qualifier description);A, B, or C;508#12B
508;O;12C;(see qualifier description);A, B, or C;508#12C
508;O;13A;Linked Message;A or B;508#13A
508;O;13B;Linked Message;A or B;508#13B
508;M;16R;Start of Block;GENL;508#16R
508;M;16S;End of Block;LINK;508#16S
508;O;17B;(see qualifier description);:4!c//1!a;508#17B
508;O;19A;Collateral Monitor Amount;:4!c//[N]3!a15d;508#19A
508;M;20C;(see qualifier description);:4!c//16x;508#20C
508;O;22F;(see qualifier description);:4!c/[8c]/4!c;508#22F
508;M;23G;Function of the Message;4!c[/4!c];508#23G
508;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];508#35B
508;M;36B;(see qualifier description);:4!c//4!c/15d;508#36B
508;O;70E;Financial Instrument Attribute Narrative;:4!c//10*35x;508#70E
508;O;90A;(see qualifier description);A or B;508#90A
508;O;90B;(see qualifier description);A or B;508#90B
508;O;92A;(see qualifier description);:4!c//[N]15d;508#92A
508;M;93A;(see qualifier description);:4!c/[8c]/4!c;508#93A
508;O;94A;Place of Safekeeping;B, C, or F;508#94A
508;O;94B;Place of Safekeeping;B, C, or F;508#94B
508;O;94C;Place of Safekeeping;B, C, or F;508#94C
508;O;94F;Place of Safekeeping;B, C, or F;508#94F
508;O;95A;Account Owner;P or R;508#95A
508;O;95P;Account Owner;P or R;508#95P
508;O;95R;Account Owner;P or R;508#95R
508;M;97A;Safekeeping Account;A or B;508#97A
508;M;97B;Safekeeping Account;A or B;508#97B
508;O;98A;Preparation Date/Time;A, C, or E;508#98A
508;O;98C;Preparation Date/Time;A, C, or E;508#98C
508;O;98E;Preparation Date/Time;A, C, or E;508#98E
509;O;11A;(see qualifier description);:4!c//3!a;509#11A
509;O;13A;Linked Message;A or B;509#13A
509;O;13B;Linked Message;A or B;509#13B
509;M;16R;Start of Block;GENL;509#16R
509;M;16S;End of Block;LINK;509#16S
509;O;19A;(see qualifier description);:4!c//[N]3!a15d;509#19A
509;M;20A;(see qualifier description);C or U;509#20A
509;M;20C;(see qualifier description);C or U;509#20C
509;M;20U;(see qualifier description);C or U;509#20U
509;M;22A;(see qualifier description);F or H;509#22A
509;M;22F;(see qualifier description);F or H;509#22F
509;M;22H;(see qualifier description);F or H;509#22H
509;M;23G;Function of the Message;4!c[/4!c];509#23G
509;M;24B;(see qualifier description);:4!c/[8c]/4!c;509#24B
509;M;25D;(see qualifier description);:4!c/[8c]/4!c;509#25D
509;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];509#35B
509;O;36B;(see qualifier description);:4!c//4!c/15d;509#36B
509;O;70A;(see qualifier description);C or E;509#70A
509;O;70C;(see qualifier description);C or E;509#70C
509;O;70D;Reason Narrative;:4!c//6*35x;509#70D
509;O;70E;(see qualifier description);C or E;509#70E
509;O;90A;Deal Price;A or B;509#90A
509;O;90B;Deal Price;A or B;509#90B
509;O;95A;(see qualifier description);L, P, or R;509#95A
509;O;95L;(see qualifier description);L, P, or R;509#95L
509;O;95P;(see qualifier description);L, P, or R;509#95P
509;O;95R;(see qualifier description);L, P, or R;509#95R
509;O;97A;Safekeeping Account;A or B;509#97A
509;O;97B;Safekeeping Account;A or B;509#97B
509;O;98A;Preparation Date/Time;A, C, or E;509#98A
509;O;98C;Preparation Date/Time;A, C, or E;509#98C
509;O;98E;Preparation Date/Time;A, C, or E;509#98E
510;O;13A;Linked Message;A or B;510#13A
510;O;13B;Linked Message;A or B;510#13B
510;M;16R;Start of Block;GENL;510#16R
510;M;16S;End of Block;LINK;510#16S
510;M;20C;Sender's Message Reference;:4!c//16x;510#20C
510;O;20D;(see qualifier description);:4!c//25x;510#20D
510;M;23G;Function of the Message;4!c[/4!c];510#23G
510;M;24B;(see qualifier description);:4!c/[8c]/4!c;510#24B
510;M;25D;(see qualifier description);:4!c/[8c]/4!c;510#25D
510;O;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];510#35B
510;O;36B;Quantity of Financial Instrument to be Registered;:4!c//4!c/15d;510#36B
510;O;70D;Reason Narrative;:4!c//6*35x;510#70D
510;O;94A;(see qualifier description);C, D, or G;510#94A
510;O;94C;(see qualifier description);C, D, or G;510#94C
510;O;94D;(see qualifier description);C, D, or G;510#94D
510;O;94G;(see qualifier description);C, D, or G;510#94G
510;O;95A;(see qualifier description);P, R, S, or U;510#95A
510;O;95P;(see qualifier description);P, R, S, or U;510#95P
510;O;95R;(see qualifier description);P, R, S, or U;510#95R
510;O;95S;(see qualifier description);P, R, S, or U;510#95S
510;O;95U;(see qualifier description);P, R, S, or U;510#95U
510;O;97A;Safekeeping Account;:4!c//35x;510#97A
510;O;98A;Preparation Date/Time;A, C, or E;510#98A
510;O;98C;Preparation Date/Time;A, C, or E;510#98C
510;O;98E;Preparation Date/Time;A, C, or E;510#98E
513;O;11A;(see qualifier description);:4!c//3!a;513#11A
513;O;12A;(see qualifier description);A, B, or C;513#12A
513;O;12B;(see qualifier description);A, B, or C;513#12B
513;O;12C;(see qualifier description);A, B, or C;513#12C
513;O;13A;Linked Message;A or B;513#13A
513;O;13B;Linked Message;A or B;513#13B
513;M;16R;Start of Block;GENL;513#16R
513;M;16S;End of Block;LINK;513#16S
513;O;17B;(see qualifier description);:4!c//1!a;513#17B
513;O;19A;Settlement Amount;:4!c//[N]3!a15d;513#19A
513;M;20A;(see qualifier description);C or U;513#20A
513;M;20C;(see qualifier description);C or U;513#20C
513;M;20U;(see qualifier description);C or U;513#20U
513;M;22A;(see qualifier description);F or H;513#22A
513;M;22F;(see qualifier description);F or H;513#22F
513;M;22H;(see qualifier description);F or H;513#22H
513;M;23G;Function of the Message;4!c[/4!c];513#23G
513;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];513#35B
513;M;36B;Quantity of Financial Instrument Partially Filled;:4!c//4!c/15d;513#36B
513;O;69A;Price Calculation Period;A, B, C, D, E, F, or J;513#69A
513;O;69B;Price Calculation Period;A, B, C, D, E, F, or J;513#69B
513;O;69C;Price Calculation Period;A, B, C, D, E, F, or J;513#69C
513;O;69D;Price Calculation Period;A, B, C, D, E, F, or J;513#69D
513;O;69E;Price Calculation Period;A, B, C, D, E, F, or J;513#69E
513;O;69F;Price Calculation Period;A, B, C, D, E, F, or J;513#69F
513;O;69J;Price Calculation Period;A, B, C, D, E, F, or J;513#69J
513;O;70A;(see qualifier description);C or E;513#70A
513;O;70C;(see qualifier description);C or E;513#70C
513;O;70E;(see qualifier description);C or E;513#70E
513;M;90A;Deal Price;A or B;513#90A
513;M;90B;Deal Price;A or B;513#90B
513;O;92A;(see qualifier description);:4!c//[N]15d;513#92A
513;O;92B;Exchange Rate;:4!c//3!a/3!a/15d;513#92B
513;O;94A;Place of Trade;B or L;513#94A
513;O;94B;Place of Trade;B or L;513#94B
